proper,ra,dec,dist,mag,absmag,ci,temp,x,y,z,con,lum,var,var_min,var_max
,12.513593,12.486733,183.1502,8.65,2.336,0.91,4969.761181,-177.203987,-23.971191,39.599553,Vir,10.12977969,,,
,4.570955,-73.208778,183.1502,6.8,0.486,0.919,4946.02808,19.336072,49.249545,-175.341365,Men,55.66727982,,,
,12.053291,47.171419,183.1502,8.46,2.146,0.962,4835.866736,-124.494712,-1.737034,134.32068,UMa,12.0670191,,,
,4.102527,-0.021042,183.1502,8.36,2.046,0.975,4803.575141,87.285235,161.013288,-0.067263,Eri,13.23122333,,,
,15.360255,-50.030068,183.1502,8.55,2.236,1,4742.738178,-74.988907,-90.658151,-140.362956,Lup,11.10708256,,,
,6.223524,-15.384143,183.1502,6.85,0.536,1.001,4740.338496,-10.327725,176.285427,-48.58778,CMa,53.16183951,,,
,6.267775,59.215044,183.1502,6.59,0.276,1.004,4733.154799,-6.566076,93.509196,157.343296,Cam,67.54605666,,,
,23.365478,7.59306,183.1502,8.41,2.096,1.025,4683.504684,179.04515,-30.019187,24.200795,Psc,12.63572019,,,
,4.800807,-10.590001,183.1502,8.09,1.776,1.029,4674.171733,55.596372,171.231101,-33.65931,Eri,16.96680232,,,
,3.423683,25.952204,183.1502,9.36,3.046,1.083,4551.904315,102.841766,128.621451,80.150415,Ari,5.267444883,,,
,17.565666,26.671688,183.1502,8.15,1.836,1.1,4514.792643,-18.569622,-162.604696,82.211905,Her,16.05461887,,,
,2.785599,22.603914,183.1502,8.54,2.226,1.125,4461.357473,126.077572,112.662953,70.395315,Ari,11.20985513,,,
,3.670132,-19.592826,183.1502,6.91,0.596,1.125,4461.357473,98.839895,141.430882,-61.416419,Eri,50.30370811,,,
,23.259944,-77.894777,183.1502,8.21,1.896,1.139,4432.00997,37.689357,-7.395096,-179.077695,Oct,15.19147698,,,
,7.038193,15.336008,183.1502,5.78,-0.534,1.14,4429.929225,-47.418361,170.144277,48.439382,Gem,142.4295165,,,
,10.482408,18.086735,183.1502,8.02,1.706,1.142,4425.773883,-160.53916,67.365405,56.860145,Leo,18.09672555,,,
,6.506051,55.816218,183.1502,8.25,1.936,1.15,4409.234032,-13.593128,102.001045,151.509107,Lyn,14.64198643,,,
,12.602843,56.8255,183.1502,7.23,0.916,1.18,4348.347923,-98.972539,-15.751301,153.29817,UMa,37.46277983,,,
,22.546363,15.863263,183.1502,6.35,0.036,1.19,4328.442415,163.570802,-65.438719,50.062668,Peg,84.25583753,,,
,19.668308,-34.129629,183.1502,8.64,2.326,1.205,4298.939715,64.130627,-137.374422,-102.759557,Sgr,10.22350939,,,
,13.984354,-18.62291,183.1502,7.07,0.756,1.251,4211.034167,-150.662087,-86.163899,-58.486866,Vir,43.41102097,,,
,2.701326,52.151506,183.1502,8.68,2.366,1.267,4181.333224,85.426459,73.012306,144.621987,Per,9.853715069,,,
,18.331131,29.666392,183.1502,6.01,-0.304,1.319,4087.758081,13.778791,-158.545341,90.649862,Her,115.2391377,,,
,15.843017,-26.289624,183.1502,6.58,0.266,1.507,3783.007994,-87.8767,-138.713427,-81.118842,Sco,68.17105263,,,
,0.12892,-2.548679,183.4862,6.43,0.112,-0.146,12409.27734,183.200416,6.185593,-8.159303,Psc,78.55973323,,,
,0.61468,33.719344,183.4862,4.34,-1.978,-0.123,11974.68546,150.645938,24.453844,101.857872,And,538.517722,,,
,5.933023,-31.532009,183.4862,6.73,0.412,-0.05,10795.07392,2.742149,156.370078,-95.958663,Col,59.59365193,,,
,9.69023,-33.396325,183.4862,6.9,0.582,0.026,9812.081842,-126.025162,87.090147,-100.995795,Ant,50.95654806,,,
,20.074665,48.229664,183.4862,6.16,-0.158,0.037,9685.97362,63.17164,-104.638293,136.847766,Cyg,100.7395485,,,
,13.569447,75.797613,183.4862,7.84,1.522,0.099,9037.315844,-41.271037,-17.980983,177.877968,UMi,21.43877666,,,
,9.813795,-22.018848,183.4862,7.49,1.172,0.113,8903.887882,-142.993885,92.128817,-68.7911,Hya,29.59374995,,,
,18.546391,18.246312,183.4862,8.56,2.242,0.135,8702.787431,24.842115,-172.48058,57.450019,Her,11.04587184,,,
,0.064653,22.296047,183.4862,8.27,1.952,0.136,8693.884476,169.743701,2.873364,69.613257,Peg,14.42779623,,,
,5.148931,3.218724,183.4862,6.51,0.192,0.141,8649.669831,40.481036,178.66822,10.302345,Ori,72.97935152,,,
,7.696296,66.228213,183.4862,8.45,2.132,0.151,8562.71318,-31.776784,66.788173,167.918914,Cam,12.22362449,,,
,10.605852,-72.508274,183.4862,7.95,1.632,0.179,8329.173536,-51.517199,19.685295,-175.001865,Car,19.37313925,,,
,16.583785,6.849464,183.4862,8.22,1.902,0.184,8288.937031,-66.007681,-169.797867,21.882779,Her,15.10775732,,,
,23.378214,24.938912,183.4862,9.06,2.742,0.184,8288.937031,164.178053,-26.964009,77.367273,Peg,6.969473964,,,
,23.528749,60.529551,183.4862,8.93,2.612,0.186,8272.962035,89.584432,-11.10862,159.744833,Cas,7.855973323,,,
,23.395315,-28.583282,183.4862,8.34,2.022,0.231,7930.596389,159.108654,-25.400392,-87.786342,Scl,13.52695359,,,
,1.883232,-32.776957,183.4862,8.03,1.712,0.237,7887.279718,135.898917,73.016562,-99.333904,For,17.99699517,,,
,1.655735,-76.020792,183.4862,8.09,1.772,0.249,7802.184861,40.225173,18.617633,-178.051972,Hyi,17.02942562,,,
,5.580931,-9.911298,183.4862,8.51,2.192,0.253,7774.265404,19.790452,179.661027,-31.582259,Ori,11.56644774,,,
,3.289336,78.874997,183.4862,6.76,0.442,0.257,7746.564118,23.067993,26.856828,180.03823,Cep,57.96955947,,,
,20.376389,-8.825233,183.4862,8.09,1.772,0.294,7500.209881,105.66489,-147.341977,-28.150641,Cap,17.02942562,,,
,10.913805,23.755709,183.4862,8.8,2.482,0.311,7392.663848,-161.195185,47.115199,73.915195,Leo,8.855233145,,,
,12.61357,7.933207,183.4862,8.98,2.662,0.32,7337.079255,-179.390639,-29.066364,25.324508,Vir,7.502396279,,,
,20.459334,-39.532184,183.4862,8,1.682,0.321,7330.959453,84.949905,-113.183662,-116.791086,Sgr,18.50120435,,,
,6.307095,-82.971131,183.4862,8.16,1.842,0.33,7276.378482,-1.803208,22.380576,-182.107232,Men,15.96614246,,,
,0.11898,14.823728,183.4862,9.18,2.862,0.333,7258.381278,177.293279,5.52428,46.944233,Peg,6.240221421,,,
,2.946129,21.428081,183.4862,8.77,2.452,0.345,7187.352686,122.46728,119.060703,67.033575,Ari,9.103323997,,,
,2.453392,-57.414899,183.4862,9.26,2.942,0.36,7100.667766,79.124753,59.194886,-154.60409,Hor,5.796955947,,,
,15.988402,30.379631,183.4862,8.78,2.462,0.367,7060.988804,-79.562042,-136.844257,92.793945,CrB,9.019864221,,,
,1.213337,20.50147,183.4862,9.54,3.222,0.371,7038.531022,163.26667,53.679552,64.262631,Psc,4.479195313,,,
,15.999088,8.417448,183.4862,9.65,3.332,0.374,7021.789425,-90.792376,-157.170283,26.859495,Ser,4.047622487,,,
,6.786872,57.256114,183.4862,8.4,2.082,0.375,7016.228131,-20.300401,97.14649,154.329643,Lyn,12.79970617,,,
,17.973078,35.407786,183.4862,9.36,3.042,0.379,6994.078455,-1.054051,-149.546542,106.310425,Her,5.286886659,,,
,0.739822,12.590775,183.4862,10.37,4.052,0.382,6977.56575,175.725317,34.467421,39.997444,Psc,2.085451048,,10.408,10.268
,0.11896,-37.929168,183.4862,8.41,2.092,0.405,6853.728301,144.658459,4.506622,-112.78655,Scl,12.68235776,,,
,19.013417,57.813077,183.4862,8.07,1.752,0.418,6785.819911,25.628526,-94.320131,155.287079,Dra,17.34602628,,,
,9.842099,-67.139557,183.4862,8.01,1.692,0.42,6775.501819,-60.206462,38.161872,-169.074064,Car,18.33158429,,,
,21.592823,-11.789521,183.4862,8.6,2.282,0.427,6739.65499,145.113397,-105.848175,-37.489353,Cap,10.64633187,,,
,17.387822,-19.448702,183.4862,8.03,1.712,0.431,6719.355134,-27.610441,-170.79919,-61.094073,Oph,17.99699517,,,
,10.374172,-40.980986,183.4862,9.21,2.892,0.432,6714.300869,-126.159289,57.195046,-120.331817,Vel,6.070158063,,,
,15.63866,0.940143,183.4862,8.1,1.782,0.435,6699.187413,-106.328243,-149.50728,3.010614,Ser,16.87329891,,,
,3.191559,5.588943,183.4862,9.54,3.222,0.436,6694.165971,122.492186,135.438243,17.869875,Cet,4.479195313,,,
,1.668041,-0.735687,183.4862,9.19,2.872,0.446,6644.396554,166.253362,77.598032,-2.355929,Cet,6.183010728,,,
,14.412907,12.550279,183.4862,9.69,3.372,0.452,6614.917719,-144.539959,-105.76247,39.870865,Boo,3.90121603,,,
,8.298571,64.791864,183.4862,8.61,2.292,0.453,6610.032095,-44.239566,64.420507,166.012182,UMa,10.54872571,,,
,19.537029,6.680921,183.4862,8.81,2.492,0.456,6595.421996,71.369126,-167.683851,21.346765,Aql,8.77404788,,,
,0.703356,-22.99184,183.4862,9.65,3.332,0.46,6576.050273,166.054617,30.927362,-71.669715,Cet,4.047622487,,9.7,9.59
,14.563357,-71.466988,183.4862,9.21,2.892,0.466,6547.222485,-45.674259,-36.266139,-173.97073,Aps,6.070158063,,,
,17.317724,30.905271,183.4862,9.69,3.372,0.471,6523.407365,-27.971563,-154.929603,94.242217,Her,3.90121603,,9.747,9.627
,10.643926,-55.732897,183.4862,9.28,2.962,0.48,6481.008924,-96.869572,35.912369,-151.63698,Vel,5.691149576,,,
,16.718723,73.697981,183.4862,9.43,3.112,0.485,6457.710627,-16.95454,-48.634093,176.109211,Dra,4.956784066,,,
,10.911037,40.116692,183.4862,10.01,3.692,0.49,6434.592641,-134.654332,39.463596,118.228681,UMa,2.905360314,,,
,4.836335,-57.732038,183.4862,9.03,2.712,0.493,6420.807487,29.38368,93.448763,-155.148682,Dor,7.164732824,,,
,0.317442,15.035728,183.4862,9.34,3.022,0.498,6397.973464,176.592819,14.709856,47.600231,Psc,5.38517722,,,
,20.783034,-58.297543,183.4862,9.52,3.202,0.5,6388.888889,64.201046,-71.942444,-156.107963,Ind,4.562469771,,,
,8.829067,44.977787,183.4862,7.97,1.652,0.528,6264.565874,-87.581022,95.792708,129.694152,Lyn,19.0195396,,,
,9.630108,48.002873,183.4862,8.65,2.332,0.537,6225.704592,-99.888164,71.377022,136.362975,UMa,10.167168,,,
,18.064207,5.068367,183.4862,9.37,3.052,0.538,6221.418718,3.072094,-182.742946,16.209972,Oph,5.23841619,,,
,2.327654,-12.761517,183.4862,8.85,2.532,0.552,6162.077019,146.742754,102.42556,-40.530907,Cet,8.456682001,,,
,23.640723,-31.779509,183.4862,8.56,2.242,0.553,6157.884927,155.288689,-14.649435,-96.633341,Scl,11.04587184,,,
,7.931371,-43.302874,183.4862,9.61,3.292,0.555,6149.519141,-64.676634,116.821143,-125.844901,Pup,4.199523347,,,
,8.831584,-19.215728,183.4862,9.06,2.742,0.556,6145.345418,-116.996595,127.796806,-60.390055,Hya,6.969473964,,,
,12.236983,38.032491,183.4862,10.23,3.912,0.559,6132.860763,-144.246946,-8.960949,113.047359,CVn,2.372466015,,,
,14.765786,46.656926,183.4862,10.14,3.822,0.563,6116.299237,-94.341748,-83.427544,133.441617,Boo,2.57750787,,,
,15.917767,-20.792451,183.4862,9.06,2.742,0.572,6079.385356,-88.946126,-146.673967,-65.134626,Sco,6.969473964,,,
,5.773931,1.629273,183.4862,10.39,4.072,0.583,6034.913844,10.848835,183.090884,5.216944,Ori,2.047387276,,10.427,10.327
,1.484328,-82.039169,183.4862,9.71,3.392,0.595,5987.189979,23.517499,9.628249,-181.71794,Oct,3.830010812,,9.759,9.659
,3.960635,3.190107,183.4862,9.84,3.522,0.6,5967.54345,93.231123,157.705047,10.210843,Tau,3.397817118,,,
,14.98898,46.81767,183.4862,9.11,2.792,0.6,5967.54345,-89.042772,-88.530362,133.794415,Boo,6.655795964,ET,9.345,9.045
,3.458898,19.187133,183.4862,9.17,2.852,0.624,5875.134234,106.967712,136.339917,60.303575,Tau,6.297961479,,,
,10.221186,50.038166,183.4862,9.66,3.342,0.722,5527.541961,-105.299402,52.919022,140.637116,UMa,4.010513661,,,
,23.7505,-59.175267,183.4862,8.9,2.582,0.724,5520.904289,93.820342,-6.136706,-157.566716,Tuc,8.076068613,,,
,23.265763,-6.887239,183.4862,8.74,2.422,0.858,5111.757342,178.807121,-34.800466,-22.002882,Aqr,9.358365436,,,
,13.649186,55.659669,183.4862,9.2,2.882,0.89,5023.375178,-94.007397,-43.313806,151.504815,UMa,6.126324544,,,
,2.055073,32.389719,183.4862,8.42,2.102,0.896,5007.162704,133.051231,79.396622,98.289023,Tri,12.5660852,,,
,22.681316,-45.50614,183.4862,7.84,1.522,0.904,4985.717712,121.0059,-43.517475,-130.885397,Gru,21.43877666,,,
,20.665533,-27.717307,183.4862,7.57,1.252,0.915,4956.546437,104.372194,-124.460899,-85.34117,Mic,27.49159897,,,
,21.357667,69.710909,183.4862,8.41,2.092,0.915,4956.546437,48.99928,-40.586064,172.101794,Cep,12.68235776,,,
,3.001969,-80.681241,183.4862,9.44,3.122,0.94,4891.57251,20.99806,21.020137,-181.064687,Hyi,4.911339996,,,
,16.914116,-23.512373,183.4862,6.76,0.442,0.944,4881.343449,-47.189586,-161.49869,-73.201193,Oph,57.96955947,,,
,11.549458,84.706271,183.4862,7.22,0.902,0.965,4828.374176,-16.811113,1.992067,182.703578,Cam,37.94897062,,,
,11.074814,28.5442,183.4862,9.17,2.852,0.979,4793.730685,-156.478201,38.660111,87.676416,LMi,6.297961479,,,
,22.150073,58.852007,183.4862,7.52,1.202,0.983,4783.928743,83.993578,-44.188976,157.03375,Cep,28.78723811,,,
,21.883602,-10.562605,183.4862,6.89,0.572,0.993,4759.608011,153.390707,-94.906143,-33.634815,Cap,51.42804319,,,
,13.81104,-46.973717,183.4862,7.12,0.802,0.996,4752.362598,-111.388273,-57.161178,-134.135893,Cen,41.61021885,,,
,21.423993,17.769128,183.4862,9.22,2.902,1,4742.738178,136.480915,-109.107799,55.996729,Peg,6.01450652,,,
,10.138938,-37.568007,183.4862,8.88,2.562,1.011,4716.481821,-128.513005,68.089963,-111.872025,Ant,8.226213939,,,
,8.152635,-31.646433,183.4862,7.34,1.022,1.018,4699.932256,-83.442859,132.046991,-96.270801,Pup,33.97817118,,,
,17.864494,12.008009,183.4862,7.78,1.462,1.019,4697.578024,-6.365495,-179.358331,38.174013,Oph,22.65687455,,,
,18.419957,49.864536,183.4862,7.16,0.842,1.02,4695.226277,12.977446,-117.560529,140.279342,Dra,40.10513661,,,
,22.464366,-5.90589,183.4862,7.88,1.562,1.022,4690.530224,167.960483,-71.414394,-18.879773,Aqr,20.66331518,,,
,15.348244,-18.158658,183.4862,6.16,-0.158,1.024,4685.844064,-111.546592,-133.994835,-57.183368,Lib,100.7395485,,,
,19.943881,-49.762754,183.4862,8.47,2.152,1.039,4651.009949,57.747459,-103.50405,-140.069013,Tel,12.0005182,,,
,18.083057,29.080989,183.4862,7.03,0.712,1.05,4625.809668,3.486507,-160.316985,89.18271,Her,45.20640796,,,
,22.519925,-19.485673,183.4862,9.85,3.532,1.062,4598.64436,160.153037,-65.36094,-61.205701,Aqr,3.366665744,,9.91,9.8
,5.489668,-61.823437,183.4862,7.57,1.252,1.063,4596.395737,11.541052,85.86828,-161.742476,Dor,27.49159897,,,
,6.32282,-75.700133,183.4862,7.9,1.582,1.073,4574.036167,-3.826012,45.158711,-177.80112,Men,20.28616717,,,
,17.705633,-23.349224,183.4862,7.61,1.292,1.085,4547.504953,-12.969597,-167.95982,-72.721896,Oph,26.49720099,,,
,17.979508,-58.656106,183.4862,7.5,1.182,1.1,4514.792643,-0.512076,-95.443295,-156.70833,Pav,29.32243282,,,
,6.518253,-59.004604,183.4862,7.65,1.332,1.144,4421.626718,-12.781037,93.621392,-157.286044,Pic,25.53877136,TZ,7.668,7.618
,5.273708,27.107983,183.4862,8.89,2.572,1.155,4398.962354,30.869199,160.3862,83.608826,Tau,8.150795556,,,
,18.991304,43.733162,183.4862,8.11,1.792,1.167,4374.514009,34.022914,-128.141289,126.844145,Lyr,16.71860357,,,
,2.698284,-75.238083,183.4862,9.05,2.732,1.171,4366.427786,35.564727,30.347635,-177.429864,Hyi,7.033961712,,,
,21.084951,-56.120914,183.4862,8.98,2.662,1.184,4340.362725,73.915435,-70.698704,-152.333146,Ind,7.502396279,,,
,6.583126,8.268897,183.4862,11.16,4.842,1.207,4295.03783,-27.612631,179.466874,26.388807,Mon,1.007395485,,11.244,11.044
,0.534637,-18.221993,183.4862,7.07,0.752,1.245,4222.286189,172.580333,24.314668,-57.376051,Cet,43.57124805,,,
,7.2927,52.131071,183.4862,5.93,-0.388,1.259,4196.128713,-37.395113,106.245413,144.847094,Lyn,124.5087864,,,
,12.860247,3.056788,183.4862,6.02,-0.298,1.288,4143.009111,-178.598128,-40.916586,9.784533,Vir,114.6040591,,,
,8.94718,-24.442611,183.4862,9.43,3.112,1.45,3870.29564,-116.471575,119.738146,-75.923213,Pyx,4.956784066,,,
,5.332958,16.730837,183.4862,8.4,2.082,1.51,3778.527101,30.530262,173.046243,52.82127,Tau,12.79970617,,,
,17.199829,14.487742,183.4862,7.21,0.892,1.53,3748.934037,-36.943662,-173.76793,45.903307,Her,38.30010812,,,
,19.123997,-1.12565,183.4862,7.53,1.212,1.634,3602.487511,53.206865,-175.565436,-3.604594,Aql,28.52331512,,,
,18.562673,17.732193,183.4862,7.08,0.762,,,25.651686,-172.875688,55.883946,Her,43.17178445,,,
,9.329982,-34.103339,183.8235,6.4,0.078,-0.087,11358.72585,-116.5146,97.941705,-103.067624,Pyx,81.05876825,,,
,12.137422,-48.692487,183.8235,5.34,-0.982,-0.01,10251.71238,-121.263423,-4.364517,-138.084113,Cen,215.179057,,,
,17.79355,-14.725824,183.8235,5.93,-0.392,0.009,10014.34336,-9.604358,-177.525671,-46.726752,Ser,124.9683397,,,
,19.383437,42.974188,183.8235,7.01,0.688,0.019,9894.255344,47.654327,-125.771075,125.306747,Lyr,46.21681361,,,
,5.049355,-12.438598,183.8235,8.47,2.148,0.02,9882.422537,44.216043,173.977899,-39.594337,Lep,12.04481129,,,
,11.6834,-54.548766,183.8235,7.42,1.098,0.022,9858.85118,-106.253398,8.827199,-149.744365,Cen,31.68108159,,,
,23.288574,75.299025,183.8235,6.35,0.028,0.049,9552.443482,45.842912,-8.638296,177.805681,Cep,84.8789503,,,
,5.497641,60.268572,183.8235,6.86,0.538,0.066,9370.118415,11.955139,90.377262,159.624954,Cam,53.06400192,,,
,17.909537,24.270671,183.8235,8.44,2.118,0.069,9338.741463,-3.968375,-167.529046,75.560238,Her,12.38226231,,,
,6.228653,41.69725,183.8235,7.16,0.838,0.083,9195.343798,-8.21138,137.009668,122.278383,Aur,40.2531619,QR,7.171,7.141
,14.612127,12.878125,183.8235,6.98,0.658,0.087,9155.264673,-138.905514,-113.215537,40.970192,Boo,47.51163764,,,
,20.578936,-63.311682,183.8235,7.34,1.018,0.103,8998.74346,51.603343,-64.448142,-164.239493,Pav,34.10358227,,,
,12.489017,17.32192,183.8235,7.71,1.388,0.112,8913.27378,-174.050375,-22.405227,54.731632,Com,24.25492857,,,
,15.30919,65.42092,183.8235,7.82,1.498,0.137,8685.001625,-49.517485,-58.260859,167.166894,Dra,21.91795344,,,
,15.271417,-48.044626,183.8235,7.05,0.728,0.148,8588.596902,-80.511311,-92.850584,-136.703244,Lup,44.54510634,,,
,15.91579,34.362526,183.8235,7.12,0.798,0.159,8494.524028,-78.750029,-129.708869,103.754931,CrB,41.7637993,,,
,3.512778,51.029921,183.8235,9,2.678,0.2,8163.006623,70.0712,91.953942,142.918084,Per,7.392647527,,,
,20.026105,70.454494,183.8235,8.07,1.748,0.215,8048.706356,31.112877,-53.048412,173.230869,Dra,17.41004926,,,
,7.985479,-38.050953,183.8235,7.27,0.948,0.24,7865.815504,-71.899973,125.635067,-113.301822,Pup,36.37474856,,,
,4.160277,-43.624819,183.8235,9.01,2.688,0.258,7739.672571,61.639875,117.927046,-126.825931,Hor,7.324871327,,,
,22.914015,15.107608,183.8235,8.64,2.318,0.258,7739.672571,170.345718,-49.77959,47.910416,Peg,10.29911719,,,
,5.634433,44.581949,183.8235,9.13,2.808,0.264,7698.603814,12.511314,130.328624,129.030988,Aur,6.558431698,,,
,4.903213,-14.943367,183.8235,8.72,2.398,0.292,7513.087897,50.299813,170.335277,-47.401492,Eri,9.567533686,,,
,3.247931,-30.735503,183.8235,10.54,4.218,0.303,7442.850991,104.242848,118.736412,-93.947709,For,1.789781439,,10.608,10.468
,3.590198,-28.33661,183.8235,8.82,2.498,0.308,7411.397149,95.43739,130.652101,-87.252106,For,8.725694428,,,
,6.142538,49.943918,183.8235,8.56,2.238,0.322,7324.850786,-4.413413,118.21489,140.701246,Aur,11.08664139,,,
,13.843628,-7.169887,183.8235,8.4,2.078,0.341,7210.859937,-161.550861,-84.652241,-22.943339,Vir,12.846949,,,
,15.309905,-46.201966,183.8235,8.36,2.038,0.341,7210.859937,-82.37665,-96.958532,-132.680857,Lup,13.32907464,,,
,0.906628,25.714713,183.8235,8.42,2.098,0.347,7175.661588,160.975275,38.942268,79.759261,Psc,12.61246575,,,
,14.948863,4.150556,183.8235,7.85,1.528,0.392,6923.130336,-131.365864,-127.894777,13.30469,Vir,21.32062836,,,
,13.823475,-49.330247,183.8235,9.06,2.738,0.396,6901.613675,-106.403998,-55.041909,-139.426169,Cen,6.995197811,,,
,1.801418,21.658767,183.8235,8.69,2.368,0.397,6896.257196,152.195443,77.618641,67.845213,Ari,9.835580562,,,
,0.399708,-27.412848,183.8235,9.32,2.998,0.41,6827.435711,162.289731,17.044793,-84.632129,Scl,5.505540985,,,
,16.826179,6.169279,183.8235,9.23,2.908,0.412,6816.979886,-55.283053,-174.197043,19.754829,Her,5.981360798,,,
,17.901763,-14.907894,183.8235,8.69,2.368,0.431,6719.355134,-4.568021,-177.577375,-47.291525,Ser,9.835580562,,,
,18.574067,-30.513019,183.8235,8.72,2.398,0.432,6714.300869,23.711465,-156.58132,-93.333466,Sgr,9.567533686,,,
,16.477375,39.082392,183.8235,9.49,3.168,0.433,6709.254841,-55.385478,-131.503704,115.889188,Her,4.707604833,,,
,2.182982,-1.914643,183.8235,9.3,2.978,0.451,6619.811172,154.525562,99.374091,-6.141653,Cet,5.607896634,,9.355,9.245
,1.648945,17.226692,183.8235,8.61,2.288,0.485,6457.710627,159.469588,73.463108,54.439889,Psc,10.58766033,,,
,23.062727,11.882673,183.8235,8.03,1.708,0.493,6420.807487,174.496088,-43.697976,37.850777,Peg,18.06342083,,,
,13.103537,13.44141,183.8235,9.35,3.028,0.495,6411.652779,-171.378586,-50.93733,42.729941,Vir,5.355499708,,9.385,9.275
,19.905232,-40.813137,183.8235,9.32,2.998,0.503,6375.31414,66.552611,-122.175187,-120.145964,Sgr,5.505540985,,,
,10.207638,15.870085,183.8235,9.31,2.988,0.506,6361.801528,-157.705222,79.958037,50.267829,Leo,5.556483128,,,
,16.933542,-23.680095,183.8235,10.3,3.978,0.511,6339.41738,-46.39358,-161.827065,-73.828965,Oph,2.232543862,,10.343,10.183
,12.597029,-44.010051,183.8235,9.57,3.248,0.54,6212.866018,-130.597489,-20.580504,-127.717728,Cen,4.373206652,,,
,0.911512,-31.98457,183.8235,10.09,3.768,0.56,6128.711337,151.498976,36.855048,-97.36963,Scl,2.70894383,,,
,21.990514,-17.310676,183.8235,8.56,2.238,0.583,6034.913844,151.766718,-88.125818,-54.69719,Aqr,11.08664139,,,
,14.480535,4.421346,183.8235,10.23,3.908,0.591,6003.007577,-145.969648,-110.82925,14.171041,Vir,2.381222623,,,
,10.339959,68.13896,183.8235,9.91,3.588,0.595,5987.189979,-62.084938,28.819771,170.60469,UMa,3.197422303,,10.05,9.78
,23.656718,-56.987673,183.8235,9.68,3.358,0.597,5979.314713,99.746438,-8.988582,-154.145816,Phe,3.951845889,,9.74,9.62
,8.328295,-50.666514,183.8235,9.55,3.228,0.62,5890.322012,-66.703384,95.530269,-142.181945,Vel,4.454510634,,,
,0.598039,-21.619219,183.8235,10.52,4.198,0.72,5534.196696,168.801789,26.646801,-67.72727,Cet,1.823055961,,10.568,10.458
,1.643968,-32.169328,183.8235,7.46,1.138,0.729,5504.384307,141.412145,64.921307,-97.871897,Scl,30.53514594,,,
,4.98576,-28.440684,183.8235,7.61,1.288,0.867,5086.568036,42.416747,155.973231,-87.545702,Cae,26.59500033,,,
,8.512894,-41.51501,183.8235,6.62,0.298,0.9,4996.415833,-84.160277,108.916708,-121.841199,Vel,66.19116119,,,
,23.556459,15.697067,183.8235,11.27,4.948,0.92,4943.40587,175.776185,-20.503041,49.733664,Peg,0.913692374,,11.331,11.201
